"","data_name","Variable.ID.A","Variable.ID.B","Relationship","Source.organisation","Justification...quantifiable","Relationship.Strength","Weblink","data_version"
"186","System Map Data: Jan_2023","n_4","n_28","Opposite","","Difficult to  provide a quantitative and qualitative assessment as this this is complex. Likely true, but if crop productivity increases, it might become more profitable to shift towards cropping (decrease livestock, especially in mixed farm systems).","Low","",2
"187","System Map Data: Jan_2023","n_5","n_31","Same","Eurostat Statistics Explained","Check commentary in 'Justification, direction' - variable B is a subset of variable A. Hard to precisely define a relationship. If artificial input usage increases, all else equal, we would expect mineral fertiliser usage to increase (but it may not necessarily be the case.","High","",2
"188","System Map Data: Jan_2023","n_5","n_34","Same","Health and Safety Executive","Check commentary in 'Justification, direction' - variable B is a subset of variable A. Hard to precisely define a relationship. If artificial input usage increases, all else equal, we would expect pesticide usage to increase (but it may not necessarily be the case) ","High","",2
"189","System Map Data: Jan_2023","n_6","n_49","Same","Department for Food, Environment and Rural Affairs","Crop residues can be used as fuel for AD. However, would require a more precise definition of 'availability' (for both variables)

Further, the amount of crop residue left varies depending on the measurement system, and on the type of crops (and also would vary by region across the UK). Not possible to define as a single parameter","Medium","",2
"190","System Map Data: Jan_2023","n_7","n_17","Same","","","Medium","",2
"191","System Map Data: Jan_2023","n_7","n_62","Same","","","Low","",2
"192","System Map Data: Jan_2023","n_8","n_7","Same","","","Low","",2
"193","System Map Data: Jan_2023","n_8","n_18","Same","","","High","",2
"194","System Map Data: Jan_2023","n_9","n_5","Opposite","University of Oxford","Difficult to quantify or qualitatively assess - depends on many different factors.","Low","",2
"195","System Map Data: Jan_2023","n_9","n_158","Opposite","","Difficult to assess qualitatively or quantitatively - depends on the type of crop and farming system","Low","",2
"196","System Map Data: Jan_2023","n_9","n_35","Same","","Both terms are too general to be quantified or qualitatively assessed","Low","",2
"197","System Map Data: Jan_2023","n_10","n_35","Opposite","","","Low","",2
"198","System Map Data: Jan_2023","n_10","n_19","Same","","Both terms are too general to be quantified or qualitatively assessed","Medium","",2
"199","System Map Data: Jan_2023","n_11","n_24","Same","Cornell","Difficult to quantify given different types of CEA (especially crops) - suggest however that this link is high","Medium","",2
"200","System Map Data: Jan_2023","n_11","n_73","Opposite","Evening Standard","Impact on landscape character is context specific and very difficult to assess in these general terms.","Low","",2
"201","System Map Data: Jan_2023","n_11","n_4","Same","PNAS","Qualitative - Difficult to provide a single parameter as overall improvement in agricultural productivity/yield vary significantly by crop type (and specifics of climate) and most data surrounding controlled environment agriculture are based on future predictions. 

The infographic from the source shows that the strength of the relationship between the two variables is high.
","Medium","Why Controlled Environment Agriculture (CEA) is the future of farming (danthermgroup.com)",2
"202","System Map Data: Jan_2023","n_11","n_158","Same","Arig-TechE","Controlled Environment Production isolates crops from weather and external bodies of water so an on-farm irrigation system is required.","Medium","",2
"203","System Map Data: Jan_2023","n_12","n_38","Same","","Check this definition - why is crop 'import' transport emissions being included under CO2e emissions from crop 'production'? ","Low","",2
"204","System Map Data: Jan_2023","n_13","n_14","Opposite","McKinsey & Co. ","Not able to be quantitatively or qualitatively assessed - on-farm carbon savings could be realised in areas that reduce emissions from motive power, or in areas that are not related to emissions from motive power ","Medium","",2
"205","System Map Data: Jan_2023","n_13","n_24","Opposite","","Not able to be defined quantitatively or qualitatively assessed. Depends what the on-farm carbon saving activity is. Alternative source 1 outlines some on-farm carbon saving activities - some of these (like electric tractors/equipment) would increase heating and electricity demand.
","Medium","",2
"206","System Map Data: Jan_2023","n_14","n_38","Same","","1:1 relationship by definition","Low","",2
"207","System Map Data: Jan_2023","n_16","n_40","Same","","Uncertainty around what the relationship is reflecting - see 'Justification, direction'.","Medium","",2
"208","System Map Data: Jan_2023","n_17","n_2","Same","","","Medium","",2
"209","System Map Data: Jan_2023","n_17","n_21","Opposite","Department for Food, Environment and Rural Affairs","Both terms are too imprecise (general) to be assessed qualitatively or quantitatively.","Low","",2
"210","System Map Data: Jan_2023","n_18","n_17","Same","","","Low","",2
"211","System Map Data: Jan_2023","n_19","n_77","Same","Soil Remediation and Plants
Academic Press","'Shifting to alternative systems' is too imprecise to be assess quantitatively or qualitatively","Medium","",2
"212","System Map Data: Jan_2023","n_20","n_62","Same","","Difficult to  provide a quantitative and qualitative assessment as 'farmer adapting to sustainable business models' is too general a term to be quantitatively or qualitatively assessed - would need more specificity about what this means","Medium","",2
"213","System Map Data: Jan_2023","n_20","n_52","Same","","Difficult to  provide a quantitative and qualitative assessment as 'farmer adapting to sustainable business models' is too general a term to be quantitatively or qualitatively assessed - would need more specificity about what this means","Medium","",2
"214","System Map Data: Jan_2023","n_20","n_30","Same","","Difficult to  provide a quantitative and qualitative assessment as 'farmer adapting to sustainable business models' is too general a term to be quantitatively or qualitatively assessed - would need more specificity about what this means","Medium","",2
"215","System Map Data: Jan_2023","n_20","n_26","Opposite","","","Medium","",2
"216","System Map Data: Jan_2023","n_29","n_7","Same","","","Medium","",2
"217","System Map Data: Jan_2023","n_29","n_61","Same","","","Low","",2
"218","System Map Data: Jan_2023","n_29","n_2","Same","","","Low","",2
"219","System Map Data: Jan_2023","n_30","n_77","Same","Academic Press","Both terms are too general to be reasonably assessed quantitatively or qualitatively ","Medium","",2
"220","System Map Data: Jan_2023","n_20","n_162","Same","","Difficult to  provide a quantitative and qualitative assessment as 'farmer adapting to sustainable business models' is too general a term to be quantitatively or qualitatively assessed - would need more specificity about what this means","Low","",2
"221","System Map Data: Jan_2023","n_21","n_32","Same","","","Medium","",2
"222","System Map Data: Jan_2023","n_21","n_8","Same","","","Medium","",2
"223","System Map Data: Jan_2023","n_22","n_39","Same","","Food crop demand is a subset of UK crop demand","Medium","",2
"224","System Map Data: Jan_2023","n_23","n_39","Same","Food and Agriculture Organization of the United Nations (FAO)","Extremely difficult to estimate quantitatively, so have made a qualitative assessment based of this report.

Key quote

""Finally, produced but uneaten food occupies almost 1.4 billion hectares of land; this represents close to 30 percent of the world’s agricultural land area. While it is difficult to estimate impacts on biodiversity at a global level, food wastage unduly compounds the negative externalities that monocropping and agriculture expansion into wild
areas create on biodiversity loss, including mammals, birds, fish and amphibians.""","Low","https://www.fao.org/3/i3347e/i3347e.pdf",2
"225","System Map Data: Jan_2023","n_24","n_38","Same","Department for Food, Environment and Rural Affairs","(statistic provided is a simple estimate which focusses on total agricultural production, not just crop production - this figures is quantifiable but not available)

Emissions from machinery use/heating in agriculture are ~9% of emissions (see section 2.1 of source). Therefore, assuming a 1% increase in heating/electricity demand > 1% increase in heating/electricity use, this will lead to a 0.09% increase in total emissions from agriculture","Low","https://www.gov.uk/government/statistics/agri-climate-report-2021/agri-climate-report-2021",2
"226","System Map Data: Jan_2023","n_25","n_12","Same","Department for Food, Environment and Rural Affairs","Theoretically possible, but haven't been able to source reliable estimates. Would depend on many factors (e.g. where the crop is being imported from, where it's being imported to, and mode of transport used)","High","",2
"227","System Map Data: Jan_2023","n_25","n_15","Same","","Quantifiable, but would be complex. E.g. would need estimates of carbon emissions for crops for the 3-4 countries that we import the most crops from, focussing on a couple of key crop types (wheat, barley, oats etc.) and then sourcing the emissions intensities for those crops. ","High","",2
"228","System Map Data: Jan_2023","n_26","n_4","Same","Elsevier","Intensification practices is a general term, and would need to be defined more precisely in order to make a qualitative or quantitative assessment (or focus on a small number of different types of farming systems/contexts to make this assessment)","Medium","",2
"229","System Map Data: Jan_2023","n_26","n_5","Same","Elsevier","Both variables would need to be define more specifically before being able to make a quantitative or qualitative assessment.","Medium","",2
"230","System Map Data: Jan_2023","n_26","n_14","Same","","Not quantifiable - depends what intensification practices we are focussing on (and even then, if there are multiple, there will be more than one parameter). ","Low","",2
"231","System Map Data: Jan_2023","n_26","n_24","Same","Elsevier","Not quantifiable or able to be assess qualitatively - depends what intensification practices we are focussing on. ","Low","",2
"232","System Map Data: Jan_2023","n_27","n_16","Same","","","Low","",2
"233","System Map Data: Jan_2023","n_27","n_17","Same","","","Low","",2
"234","System Map Data: Jan_2023","n_28","n_162","Opposite","","1:1 relationship by definition","High","",2
"235","System Map Data: Jan_2023","n_26","n_18","Same","Elsevier","Intensification practices is a general term, and would need to be defined more precisely in order to make a qualitative or quantitative assessment (or focus on a small number of different types of farming systems/contexts to make this assessment).","Low","",2
"236","System Map Data: Jan_2023","n_30","n_4","Opposite","MDPI","Low Input/Tillage Agricultural Practices' is too general to make a reasonable qualitative or quantitative assessment. Suggest that this can be done if focussing on a specific set of practices. ","Medium","",2
"237","System Map Data: Jan_2023","n_30","n_5","Opposite","MDPI","Low Input/Tillage Agricultural Practices' is too general to make a reasonable qualitative or quantitative assessment. Suggest that this can be done if focussing on a specific set of practices. ","Medium","",2
"238","System Map Data: Jan_2023","n_30","n_14","Opposite","MDPI","Low Input/Tillage Agricultural Practices' is too general to make a reasonable qualitative or quantitative assessment. Suggest that this can be done if focussing on a specific set of practices.","Low","",2
"239","System Map Data: Jan_2023","n_31","n_151","Same","University of Leeds","See commentary in 'Justification, direction' not clear that mineral fertiliser usage leads to more 'runoff' or erosion,   per se. ","Medium","",2
"240","System Map Data: Jan_2023","n_31","n_38","Same","International Fertiliser Society","Agri-climate report doesn't state specific stats on emissions from fertilisers, only on reduction potential of improve efficiencies in fertiliser use. No data set found on emissions from use of mineral fertiliser but research paper shows potential emissions calculator for the production of mineral fertiliser with statistics on CO2e emissions of different fertilisers for selected regions of the world (UK not included since it's not part of the EU).","Medium","",2
"241","System Map Data: Jan_2023","n_32","n_20","Same","","","Medium","",2
"242","System Map Data: Jan_2023","n_33","n_11","Same","CBRE","'opportunities' is too general a term to be assessed quantitatively or qualitatively.","Low","",2
"243","System Map Data: Jan_2023","n_33","n_14","Opposite","WHO","'opportunities' is too general a term to be assessed quantitatively or qualitatively ","Low","",2
"244","System Map Data: Jan_2023","n_33","n_28","Opposite","WHO","See 'justification, direction' - unsure of impact of relationship, and 'opportunities' is too general a term to be assessed quantitatively or qualitatively.","Low","",2
"245","System Map Data: Jan_2023","n_34","n_151","Same","University of Leeds","See commentary in 'Justification, direction' not clear that pesticides lead to more 'runoff' per se. ","Medium","",2
"246","System Map Data: Jan_2023","n_34","n_10","Same","Climate Adapt","Both terms are too general to be quantitatively or qualitatively assessed","Low","",2
"247","System Map Data: Jan_2023","n_35","n_4","Same","Climate Adapt","Both terms are too general to be quantitatively or qualitatively assessed","Low","",2
"248","System Map Data: Jan_2023","n_36","n_63","Same","","Strong 

Not possible to quantify given the different types of skills/guidance and the difficulty of quantifying. However, may be able to put a qualitative estimate on this, suggest that the relationship is strong. ","Low","",2
"249","System Map Data: Jan_2023","n_66","n_79","Same","","Coherent Landscape management is too general to make a qualitative or quantitative assessment","Medium","",2
"250","System Map Data: Jan_2023","n_68","n_161","Opposite","","","Medium","",2
"251","System Map Data: Jan_2023","n_84","n_110","Same","","check direction of this - could best practice grazing be seen as a subset of regenerative farming?","Medium","",2
"252","System Map Data: Jan_2023","n_36","n_84","Same","","Strong 

Not possible to quantify given the different types of skills/guidance and the difficulty of quantifying. However, may be able to put a qualitative estimate on this, suggest that the relationship is strong. ","Low","",2
"253","System Map Data: Jan_2023","n_36","n_125","Same","","Strong 

Not possible to quantify given the different types of skills/guidance and the varying definitions/meanings of capacity/education. However, may be able to put a qualitative estimate on this, suggest that the relationship is strong. ","Low","",2
"254","System Map Data: Jan_2023","n_36","n_66","Same","","Strong 

Not possible to quantify given the different types of skills/guidance and the difficulty of quantifying. However, may be able to put a qualitative estimate on this, suggest that the relationship is strong. ","Low","",2
"255","System Map Data: Jan_2023","n_36","n_20","Same","","Strong 

Not possible to quantify given the different types of skills/guidance and the difficulty of quantifying. However, may be able to put a qualitative estimate on this, suggest that the relationship is strong. ","Low","",2
"256","System Map Data: Jan_2023","n_36","n_116","Same","","Strong 

Not possible to quantify given the different types of skills/guidance and the difficulty of quantifying. However, may be able to put a qualitative estimate on this, suggest that the relationship is strong. ","Low","",2
"257","System Map Data: Jan_2023","n_36","n_30","Same","","Strong 

Not possible to quantify given the different types of skills/guidance and the difficulty of quantifying. However, may be able to put a qualitative estimate on this, suggest that the relationship is strong. ","Low","",2
"258","System Map Data: Jan_2023","n_36","n_77","Same","","Strong 

Not possible to quantify given the different types of skills/guidance and the difficulty of quantifying. However, may be able to put a qualitative estimate on this, suggest that the relationship is strong. ","Low","",2
"259","System Map Data: Jan_2023","n_37","n_21","Opposite","","","Medium","",2
"260","System Map Data: Jan_2023","n_38","n_1","Same","","1:1 relationship by definition","Medium","",2
"261","System Map Data: Jan_2023","n_39","n_25","Same","","All else equal, an increase in crop demand would lead to an increase in imports. Note: interpret this as demand for crops by UK consumers or producers that use crops as an input to production, e.g. feedstock.

Difficult to make a qualitative or quantitative assessment. Elasticity of imports would vary depending on many factors - crop type, availability of domestic production to meet increasing demand (etc.)","High","",2
"262","System Map Data: Jan_2023","n_39","n_40","Same","","Difficult to assess quantitatively (or qualitatively) as there are many factors which influence UK crop production (weather being one key example) - so attributing causing/estimating a parameter would be difficult. Also depends on the availability of imports (substitutes) ","High","",2
"263","System Map Data: Jan_2023","n_40","n_5","Same","","See commentary in 'Justification, direction' - variables need to be more precisely defined (crop types, and input types)","High","",2
"264","System Map Data: Jan_2023","n_40","n_11","Same","","See commentary in 'Justification, direction' - the relationship is not clear.","Medium","",2
"265","System Map Data: Jan_2023","n_40","n_112","Same","Lowland Peat
DEFRA","See commentary in 'Justification, direction' - the relationship is not clear","Medium","",2
"266","System Map Data: Jan_2023","n_40","n_28","Same","","See commentary in 'Justification, direction' - the relationship is not clear.","High","",2
"267","System Map Data: Jan_2023","n_51","n_47","Same","","","High","",2
"268","System Map Data: Jan_2023","n_40","n_6","Same","OECD","Would require a more precise definition of 'availability'. And the amount of crop residue left varies depending on the measurement system, and on the type of crops (and also would vary by region across the UK). Not possible to define as a single parameter","High","Methods for measuring crop residue | Integrated Crop Management (iastate.edu)",2
"269","System Map Data: Jan_2023","n_40","n_38","Same","Agricultural & Horticultural Development Board","Depends on many different factors (e.g. amount of mineral fertiliser, and other chemicals used in production), and varies by crop type. Can't put a single estimate. However, there are some estimates given for different crop types at the top of pg. 11 of this report","High","Grain Outlook (windows.net)",2
"270","System Map Data: Jan_2023","n_41","n_43","Same","","An average biogas plant using renewable raw materials with a capacity of 500 kW electric produces about 10,000 tons of digestate per year","High","",2
"271","System Map Data: Jan_2023","n_41","n_46","Same","","Simple calculation from source - 2019/20 there were 579 AD plants and 1254 GWh biogas produced in 2020. 

could also look at this relationship by surveying a small number of plants (or an industry expert) to sense check this figure (output per plant)","High","Section 3: Anaerobic digestion - GOV.UK (www.gov.uk)",2
"272","System Map Data: Jan_2023","n_41","n_51","Same","","Difficult to  provide a quantitative and qualitative assessment as 'Dependency' would need to be more precisely defined to make a reasonable qualitative or quantitative assessment","Low","",2
"273","System Map Data: Jan_2023","n_41","n_54","Same","","Yes, assuming that the land wasn't previously used for infrastructure. Or ADs aren't replacing a plant (infrastructure) that occupied more land. Weakly positive >=","High","",2
"274","System Map Data: Jan_2023","n_42","n_49","Same","Department for Food, Environment and Rural Affairs","Could theoretically be quantified, but is likely to be complex as many factors influence AD feedstock availability, so isolating impact size of bioenergy crop availability would be difficult","Medium","",2
"275","System Map Data: Jan_2023","n_42","n_151","Same","Soil Association","Difficult to  provide a quantitative and qualitative assessment as 'Run off' and 'erosion' are two different concepts. If these are separated, and more precisely defined, a qualitative assessment may be possible","Low","",2
"276","System Map Data: Jan_2023","n_42","n_45","Same","Department for Food, Environment and Rural Affairs","Bioenergy crop availability is only one factor that influences the level of production. I expect that this theoretically could be quantified, but doing so would be complex (and would involve quite complex econometric research).","Medium","",2
"277","System Map Data: Jan_2023","n_42","n_70","Opposite","Elsevier","Difficult to  provide a quantitative and qualitative assessment as Habitat (Quality and Quantity) - extremely multifaceted, too difficult to asses qualitatively or quantitatively without more precision definitions","Low","",2
"278","System Map Data: Jan_2023","n_42","n_73","Opposite","Natural England

Department for Environment, Food and Rural Affairs","Difficult to  provide a quantitative and qualitative assessment as Landscape character is multifaceted, too difficult to asses qualitatively or quantitatively without more precision definitions","Low","",2
"279","System Map Data: Jan_2023","n_53","n_60","Same","","Depends on where the investment is directed, and what the key factors limiting viability are","Medium","",2
"280","System Map Data: Jan_2023","n_54","n_146","Same","MDPI","See commentary in 'Justification, direction' - the relationship is not clear","Low","",2
"281","System Map Data: Jan_2023","n_42","n_56","Same","Department for Food, Environment and Rural Affairs","Bioenergy crop availability is only one factor that influences the level of production. I expect that this theoretically could be quantified, but doing so would be complex (and would involve quite complex econometric research).","Medium","",2
"282","System Map Data: Jan_2023","n_43","n_64","Opposite","Elsevier","Ammonia emissions were 25.6 ± 9.4 and 24.8 ± 8.3 kg N Ha?1 for digestate and urea. (from abstract)","Medium","https://www.sciencedirect.com/science/article/abs/pii/S0048969721019525",2
"283","System Map Data: Jan_2023","n_43","n_31","Opposite","Taylor & Francis Ltd.","Quantifiable (although this would vary depending on specific of environment/crops) - haven't  been able to source a parameter. 

See alternative source 1 for additional commentary around the use of digestate as a substitution for mineral fertilisers.","Medium","",2
"284","System Map Data: Jan_2023","n_44","n_50","Opposite","BMC Energy ","Many different forms of bioenergy plants. In reality the impact on carbon emissions depends on whether biomass is managed well, especially throughout whole lifecycle (see source 1)","Medium","",2
"285","System Map Data: Jan_2023","n_44","n_51","Same","","Difficult to  provide a quantitative and qualitative assessment as 'Dependency' is a general term and would need to be specified before being able to make a qualitative or quantitative assessment. Also, the size of bioenergy plants vary - so 'dependency' will also be influenced by the size of the specific bioenergy plant that is built","Medium","",2
"286","System Map Data: Jan_2023","n_44","n_53","Same","","Increase in bioenergy plants is likely to increase investment in bioenergy, too difficult to put a parameter on this, and not necessarily given","Medium","",2
"287","System Map Data: Jan_2023","n_44","n_54","Same","","Yes, assuming that the land wasn't previously used for infrastructure. Or bioenergy plants aren't replacing a plant (infrastructure) that occupied more land. Weakly positive >= (can't be negative)","High","",2
"288","System Map Data: Jan_2023","n_44","n_55","Same","","Not clear how to quantify 'opportunities' but a qualitative assessment should be 'high' given bioenergy plants should create these opportunities.","High","",2
"289","System Map Data: Jan_2023","n_44","n_64","Opposite","Elsevier","Ammonia emissions were 25.6 ± 9.4 and 24.8 ± 8.3 kg N Ha?1 for digestate and urea. (from abstract)","Medium","1708081027_170807_AQEG_Biomass_report.pdf (defra.gov.uk)",2
"290","System Map Data: Jan_2023","n_44","n_56","Opposite","","","Medium","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1032684/renewable-fuel-statistics-2020-final-report.pdf",2
"291","System Map Data: Jan_2023","n_45","n_1","Opposite","Department for Food, Environment and Rural Affairs","1:1 mapping - given the main source of biofuels is as an alternative to fossil fuels","Medium","Section 1: Biofuels - GOV.UK (www.gov.uk)",2
"292","System Map Data: Jan_2023","n_45","n_51","Same","","Difficult to  provide a quantitative and qualitative assessment as Neither variable is defined specifically enough to be able to make a qualitative or quantitative assessment ","Low","",2
"293","System Map Data: Jan_2023","n_131","n_133","Same","","","Medium","",2
"294","System Map Data: Jan_2023","n_131","n_78","Same","","","Low","",2
"295","System Map Data: Jan_2023","n_262","n_260","Same","","","High","",2
"296","System Map Data: Jan_2023","n_262","n_261","Same","","","Low","",2
"297","System Map Data: Jan_2023","n_262","n_266","Opposite","","","Low","",2
"298","System Map Data: Jan_2023","n_263","n_264","Same","","","Low","",2
"299","System Map Data: Jan_2023","n_264","n_261","Same","","","Medium","",2
"300","System Map Data: Jan_2023","n_46","n_1","Opposite","IEA","Difficult to put a specific parameter on this - as biomethane is a type of biogas. 

Source: The methane content of biogas typically ranges from 45% to 75% by volume, with most of the remainder being CO2. ","Medium","An introduction to biogas and biomethane – Outlook for biogas and biomethane: Prospects for organic growth – Analysis - IEA",2
"301","System Map Data: Jan_2023","n_46","n_51","Same","","Difficult to  provide a quantitative and qualitative assessment as Neither variable is defined specifically enough to be able to make a qualitative or quantitative assessment ","Low","",2
"302","System Map Data: Jan_2023","n_47","n_42","Same","","Difficult to  provide a quantitative and qualitative assessment as it is unclear as to what timeframe this is being assessed - see commentary on direction","Medium","",2
"303","System Map Data: Jan_2023","n_47","n_39","Same","","Biomass crops are a subset of UK crops - 1 tonne increase in demand for bioenergy crops > 1 tonne increase in demand for UK crops","Low","",2
"304","System Map Data: Jan_2023","n_47","n_61","Same","IEA","Difficult to  provide a quantitative and qualitative assessment as it is unclear as to what timeframe this is being assessed - see commentary on direction","Medium","",2
"305","System Map Data: Jan_2023","n_48","n_59","Same","Department for Food, Environment and Rural Affairs","Difficult to  provide a quantitative and qualitative assessment as 'Innovation' is too general a term to make a reasonable qualitative or quantitative assessment - innovation varies significantly and the impacts are therefore likely to be widely variable","Medium","",2
"306","System Map Data: Jan_2023","n_49","n_59","Same","Department for Food, Environment and Rural Affairs","Difficult to  provide a quantitative and qualitative assessment as 'Innovation' is too general a term to make a reasonable qualitative or quantitative assessment - innovation varies significantly and the impacts are therefore likely to be widely variable","Medium","",2
"307","System Map Data: Jan_2023","n_50","n_1","Same","","Looking only at emissions from power stations in the UK - In 2020, carbon dioxide emissions from power stations, at 50.1 Mt, accounted for 
15.4% of all carbon dioxide emissions.

Therefore, a 1% increase in the carbon intensity of electricity would lead to approximately a 0.154% increase in net carbon emissions","Medium","2020 UK greenhouse gas emissions, provisional figures (publishing.service.gov.uk)",2
"308","System Map Data: Jan_2023","n_52","n_42","Same","","Very difficult to quantify, or to put a reasonable qualitative assessment to this. Depends how we interpret/define 'acceptance'. Does that mean farmers changing their crops to biomass, or does that mean simply being willing to be open to the idea? (the latter may not lead to increases in availability if the profit/price incentives for biomass crops are lower than for other crops)","Medium","",2
"309","System Map Data: Jan_2023","n_52","n_61","Same","","Very difficult to quantify, or to put a reasonable qualitative assessment to this. Depends how we interpret/define 'acceptance'. Does that mean farmers changing their crops to biomass, or does that mean simply being willing to be open to the idea? (the latter may not lead to increases in availability if the profit/price incentives for growing woody biomass are lower than for other crops)","Medium","",2
"310","System Map Data: Jan_2023","n_264","n_296","Same","","","Low","",2
"311","System Map Data: Jan_2023","n_264","n_334","Same","","","Medium","",2
"312","System Map Data: Jan_2023","n_264","n_291","Same","","","Low","",2
"313","System Map Data: Jan_2023","n_264","n_414","Same","","","Low","",2
"314","System Map Data: Jan_2023","n_265","n_261","Same","","","Medium","",2
"315","System Map Data: Jan_2023","n_54","n_73","Opposite","Natural England

Department for Environment, Food and Rural Affairs","Not able to be assessed qualitatively or quantitatively. There are many different types of green energy investments (although wind farms are the most prominent ones for this category). The impact on landscape character will be dependent on many factors - the existing character of the landscape, the specifics of the project being built etc. ","Medium","",2
"316","System Map Data: Jan_2023","n_55","n_50","Opposite","Ricardo Energy and Environment","Definition of opportunities need to be defined more precisely. Can't put a single parameter - depends on what type of electricity is being displaced.

Have attached: 
a). report with an estimate of the supply chain emissions intensity of BECCS (need to consider supply chain as this captures the CCS element - burning woody biomass without CCS misses a key part of picture)

Aims of BECCS is to store carbon as bioenergy is produced so the relationship is obvious, but is dependent on what type of electricity id displaced. Given this, suggest a 'medium' qualitative assessment.","Low","",2
"317","System Map Data: Jan_2023","n_56","n_1","Same","","Biomethane is seen a resource for decarbonising the grid, so this relationship is obvious. Given this, suggest a 'high' qualitative assessment. 

To make this quantifiable - how would we define 'resource for decarbonising the grid'?","Low","",2
"318","System Map Data: Jan_2023","n_57","n_50","Opposite","Forbes","Recommend this is split into two parameters. One for wind, and a second for solar. 

This also depends on what fuel source is being displaced in the energy mix by wind and solar. Would still be useful to report the different carbon intensities listed though in the tool.","Medium","",2
"319","System Map Data: Jan_2023","n_57","n_54","Same","Landgate News","Solar - see main source. 
See direction source for source of wind data.","High","https://www.nfuonline.com/archive?treeid=21480#:~:text=Typically%2C%20developers%20and%20installers%20require,land%20of%2030%2D50%20MW.",2
"320","System Map Data: Jan_2023","n_58","n_49","Same","Department for Food, Environment and Rural Affairs","Straw offtake for biomass is a type of AD feedstock. 1:1 relationship by definition (no source required) ","Low","",2
"321","System Map Data: Jan_2023","n_58","n_79","Opposite","American Society of Agronomy","Complex. The article suggests that the impact of removing straw on soil organic carbon (SOC) is small, however, this is only one measure of soil health. Also depends how much straw is removed, and how often. Suggest this is a relationship that is theoretically quantifiable, but will be complex and environment specific. ","Medium","",2
"322","System Map Data: Jan_2023","n_58","n_38","Opposite","Elsevier","Unclear from the article what the precise meaning is of ""alternatively incorporated into the soil"" (and what the counterfactual is), however, this was one attempt at quantifying this metric. 

""If straw was alternatively incorporated into the soil, this could sequester between 0.58 and 2.24 tonnes CO2 eq./ha""","Low","The renewable energy directive and cereal residues - ScienceDirect",2
"323","System Map Data: Jan_2023","n_61","n_56","Same","University of Manchester","See commentary in 'Justification, direction' unsure about this link","Medium","",2
"324","System Map Data: Jan_2023","n_61","n_127","Same","","","Medium","",2
"325","System Map Data: Jan_2023","n_64","n_70","Same","","","Low","",2
"326","System Map Data: Jan_2023","n_65","n_74","Opposite","","Increase in storage of carbon by soil corresponds to a direct decrease in net emissions from soil","High","",2
"327","System Map Data: Jan_2023","n_66","n_151","Opposite","","Coherent Landscape management is too general to make a qualitative or quantitative assessment","Medium","",2
"328","System Map Data: Jan_2023","n_59","n_41","Same","","viability' is too general a term to qualitatively or quantitatively assess.

Also - need to be specific about whether assessing in the short of long term. If ADs became more viable then the number of ADs would increase (very difficult to quantify this though). Also note there is likely a second order effect that is important to consider - increase in number of ADs is likely to lead to more competition, and a reduction in viability. ","Medium","",2
"329","System Map Data: Jan_2023","n_60","n_44","Same","","Yes - if bioenergy plants became more viable then the number of bioenergy plants would increase (very difficult to quantify this though). Also note there is likely a second order effect that is important to consider - increase in number of bioenergy plants leads to more competition, and a reduction in viability. ","Medium","",2
"330","System Map Data: Jan_2023","n_61","n_60","Same","","Woody biomass is general term, as is 'availability'. These would need to be more precisely defined in other to make a reasonable quantitative or qualitative assessment of the strength of the relationship (suggest that this might be possible through interviews of bioenergy plant operators on what the key challenges to viability are)","Medium","",2
"331","System Map Data: Jan_2023","n_62","n_66","Same","","Both variables are (very) general terms and would need to be defined more precisely in order to make a reasonable qualitative or quantitative assessment","Low","",2
"332","System Map Data: Jan_2023","n_62","n_76","Same","Joint Nature Conservation Committee ","Agri-environmental schemes can vary significantly - they may or may not have an effect on the quality and quantity of hedgerows depending on what the project is","Medium","",2
"333","System Map Data: Jan_2023","n_62","n_79","Same","Joint Nature Conservation Committee ","Agri-environmental schemes can vary significantly - they may or may not have an effect on soil quality depending on what the project is","Low","",2
"334","System Map Data: Jan_2023","n_62","n_63","Same","Joint Nature Conservation Committee ","Agri-environmental schemes can vary significantly - they may or may not have an effect on soil quality depending on what the project is","Low","",2
"335","System Map Data: Jan_2023","n_63","n_151","Opposite","Department for Food, Environment and Rural Affairs","Not possible to quantify, potentially possible to asses qualitatively. Suggested that the qualitative assessment is high

Source: 
Trees improve soil infiltration rates and nutrient capture, reducing nutrient leaching from soils (the loss of water soluble plant nutrients, such as nitrogen and phosphates. from the soil).

Trees provide biomass that protect soils from erosion.

See pg. 21","Low","",2
"336","System Map Data: Jan_2023","n_63","n_127","Same","","3.30% of farm land is agroforestry, and there are approximately 551,770 trees - therefore, using 1% more of agricultural land for agroforestry could lead to ~170,000 tree","Low","State of the UK's Woods and Trees 2021 (woodlandtrust.org.uk)",2
"337","System Map Data: Jan_2023","n_63","n_79","Same","Scientific Publisher: Agroforestry for Climate Resilience and Rural Livelihood ","Direct link between agroforestry and soil health (at a general level). However, difficult to  provide a quantitative and qualitative assessment as this requires a more precise definition.","Low","",2
"338","System Map Data: Jan_2023","n_66","n_71","Opposite","","Coherent Landscape management is too general to make a qualitative or quantitative assessment","Medium","",2
"339","System Map Data: Jan_2023","n_66","n_156","Same","","Coherent Landscape management is too general to make a qualitative or quantitative assessment","Medium","",2
