data_name,Variable ID A,Variable ID B,Relationship,Source organisation,Justification - quantifiable,Relationship Strength,Weblink
Apr_2023,n_23,n_39,Same,Food and Agriculture Organization of the United Nations (FAO),"Extremely difficult to estimate quantitatively, so have made a qualitative assessment based of this report.

Key quote

""Finally, produced but uneaten food occupies almost 1.4 billion hectares of land; this represents close to 30 percent of the world’s agricultural land area. While it is difficult to estimate impacts on biodiversity at a global level, food wastage unduly compounds the negative externalities that monocropping and agriculture expansion into wild
areas create on biodiversity loss, including mammals, birds, fish and amphibians.""",Low,https://www.fao.org/3/i3347e/i3347e.pdf
Apr_2023,n_24,n_38,Same,"Department for Food, Environment and Rural Affairs","(statistic provided is a simple estimate which focusses on total agricultural production, not just crop production - this figures is quantifiable but not available)

Emissions from machinery use/heating in agriculture are ~9% of emissions (see section 2.1 of source). Therefore, assuming a 1% increase in heating/electricity demand > 1% increase in heating/electricity use, this will lead to a 0.09% increase in total emissions from agriculture",Low,https://www.gov.uk/government/statistics/agri-climate-report-2021/agri-climate-report-2021
Apr_2023,n_25,n_12,Same,"Department for Food, Environment and Rural Affairs","Theoretically possible, but haven't been able to source reliable estimates. Would depend on many factors (e.g. where the crop is being imported from, where it's being imported to, and mode of transport used)",High,
Apr_2023,n_25,n_15,Same,,"Quantifiable, but would be complex. E.g. would need estimates of carbon emissions for crops for the 3-4 countries that we import the most crops from, focussing on a couple of key crop types (wheat, barley, oats etc.) and then sourcing the emissions intensities for those crops. ",High,
Apr_2023,n_26,n_4,Same,Elsevier,"Intensification practices is a general term, and would need to be defined more precisely in order to make a qualitative or quantitative assessment (or focus on a small number of different types of farming systems/contexts to make this assessment)",Medium,
Apr_2023,n_26,n_5,Same,Elsevier,Both variables would need to be define more specifically before being able to make a quantitative or qualitative assessment.,Medium,
Apr_2023,n_26,n_14,Same,,"Not quantifiable - depends what intensification practices we are focussing on (and even then, if there are multiple, there will be more than one parameter). ",Low,
Apr_2023,n_26,n_18,Same,Elsevier,"Intensification practices is a general term, and would need to be defined more precisely in order to make a qualitative or quantitative assessment (or focus on a small number of different types of farming systems/contexts to make this assessment).",Low,
Apr_2023,n_26,n_24,Same,Elsevier,Not quantifiable or able to be assess qualitatively - depends what intensification practices we are focussing on. ,Low,
Apr_2023,n_27,n_16,Same,,,Low,
Apr_2023,n_27,n_17,Same,,,Low,
Apr_2023,n_28,n_162,Opposite,,1:1 relationship by definition,High,
Apr_2023,n_29,n_7,Same,,,Medium,
Apr_2023,n_29,n_61,Same,,,Low,
Apr_2023,n_29,n_2,Same,,,Low,
Apr_2023,n_30,n_4,Opposite,MDPI,Low Input/Tillage Agricultural Practices' is too general to make a reasonable qualitative or quantitative assessment. Suggest that this can be done if focussing on a specific set of practices. ,Medium,
Apr_2023,n_30,n_5,Opposite,MDPI,Low Input/Tillage Agricultural Practices' is too general to make a reasonable qualitative or quantitative assessment. Suggest that this can be done if focussing on a specific set of practices. ,Medium,
Apr_2023,n_30,n_14,Opposite,MDPI,Low Input/Tillage Agricultural Practices' is too general to make a reasonable qualitative or quantitative assessment. Suggest that this can be done if focussing on a specific set of practices.,Low,
Apr_2023,n_30,n_77,Same,Academic Press,Both terms are too general to be reasonably assessed quantitatively or qualitatively ,Medium,
Apr_2023,n_31,n_151,Same,University of Leeds,"See commentary in 'Justification, direction' not clear that mineral fertiliser usage leads to more 'runoff' or erosion,   per se. ",Medium,
Apr_2023,n_31,n_38,Same,International Fertiliser Society,"Agri-climate report doesn't state specific stats on emissions from fertilisers, only on reduction potential of improve efficiencies in fertiliser use. No data set found on emissions from use of mineral fertiliser but research paper shows potential emissions calculator for the production of mineral fertiliser with statistics on CO2e emissions of different fertilisers for selected regions of the world (UK not included since it's not part of the EU).",Medium,
Apr_2023,n_32,n_20,Same,,,Medium,
Apr_2023,n_33,n_11,Same,CBRE,'opportunities' is too general a term to be assessed quantitatively or qualitatively.,Low,
Apr_2023,n_33,n_14,Opposite,WHO,'opportunities' is too general a term to be assessed quantitatively or qualitatively ,Low,
Apr_2023,n_33,n_28,Opposite,WHO,"See 'justification, direction' - unsure of impact of relationship, and 'opportunities' is too general a term to be assessed quantitatively or qualitatively.",Low,
Apr_2023,n_34,n_151,Same,University of Leeds,"See commentary in 'Justification, direction' not clear that pesticides lead to more 'runoff' per se. ",Medium,
Apr_2023,n_34,n_10,Same,Climate Adapt,Both terms are too general to be quantitatively or qualitatively assessed,Low,
Apr_2023,n_35,n_4,Same,Climate Adapt,Both terms are too general to be quantitatively or qualitatively assessed,Low,
Apr_2023,n_36,n_63,Same,,"Strong 

Not possible to quantify given the different types of skills/guidance and the difficulty of quantifying. However, may be able to put a qualitative estimate on this, suggest that the relationship is strong. ",Low,
Apr_2023,n_36,n_84,Same,,"Strong 

Not possible to quantify given the different types of skills/guidance and the difficulty of quantifying. However, may be able to put a qualitative estimate on this, suggest that the relationship is strong. ",Low,
Apr_2023,n_36,n_125,Same,,"Strong 

Not possible to quantify given the different types of skills/guidance and the varying definitions/meanings of capacity/education. However, may be able to put a qualitative estimate on this, suggest that the relationship is strong. ",Low,
Apr_2023,n_36,n_66,Same,,"Strong 

Not possible to quantify given the different types of skills/guidance and the difficulty of quantifying. However, may be able to put a qualitative estimate on this, suggest that the relationship is strong. ",Low,
Apr_2023,n_36,n_20,Same,,"Strong 

Not possible to quantify given the different types of skills/guidance and the difficulty of quantifying. However, may be able to put a qualitative estimate on this, suggest that the relationship is strong. ",Low,
Apr_2023,n_36,n_116,Same,,"Strong 

Not possible to quantify given the different types of skills/guidance and the difficulty of quantifying. However, may be able to put a qualitative estimate on this, suggest that the relationship is strong. ",Low,
Apr_2023,n_36,n_30,Same,,"Strong 

Not possible to quantify given the different types of skills/guidance and the difficulty of quantifying. However, may be able to put a qualitative estimate on this, suggest that the relationship is strong. ",Low,
Apr_2023,n_36,n_77,Same,,"Strong 

Not possible to quantify given the different types of skills/guidance and the difficulty of quantifying. However, may be able to put a qualitative estimate on this, suggest that the relationship is strong. ",Low,
Apr_2023,n_37,n_21,Opposite,,,Medium,
Apr_2023,n_38,n_1,Same,,1:1 relationship by definition,Medium,
Apr_2023,n_39,n_25,Same,,"All else equal, an increase in crop demand would lead to an increase in imports. Note: interpret this as demand for crops by UK consumers or producers that use crops as an input to production, e.g. feedstock.

Difficult to make a qualitative or quantitative assessment. Elasticity of imports would vary depending on many factors - crop type, availability of domestic production to meet increasing demand (etc.)",High,
Apr_2023,n_39,n_40,Same,,Difficult to assess quantitatively (or qualitatively) as there are many factors which influence UK crop production (weather being one key example) - so attributing causing/estimating a parameter would be difficult. Also depends on the availability of imports (substitutes) ,High,
Apr_2023,n_40,n_5,Same,,"See commentary in 'Justification, direction' - variables need to be more precisely defined (crop types, and input types)",High,
Apr_2023,n_40,n_6,Same,OECD,"Would require a more precise definition of 'availability'. And the amount of crop residue left varies depending on the measurement system, and on the type of crops (and also would vary by region across the UK). Not possible to define as a single parameter",High,Methods for measuring crop residue | Integrated Crop Management (iastate.edu)
Apr_2023,n_40,n_11,Same,,"See commentary in 'Justification, direction' - the relationship is not clear.",Medium,
Apr_2023,n_40,n_112,Same,"Lowland Peat
DEFRA","See commentary in 'Justification, direction' - the relationship is not clear",Medium,
Apr_2023,n_40,n_28,Same,,"See commentary in 'Justification, direction' - the relationship is not clear.",High,
Apr_2023,n_40,n_38,Same,Agricultural & Horticultural Development Board,"Depends on many different factors (e.g. amount of mineral fertiliser, and other chemicals used in production), and varies by crop type. Can't put a single estimate. However, there are some estimates given for different crop types at the top of pg. 11 of this report",High,Grain Outlook (windows.net)
Apr_2023,n_41,n_43,Same,,"An average biogas plant using renewable raw materials with a capacity of 500 kW electric produces about 10,000 tons of digestate per year",High,
Apr_2023,n_41,n_46,Same,,"Simple calculation from source - 2019/20 there were 579 AD plants and 1254 GWh biogas produced in 2020. 

could also look at this relationship by surveying a small number of plants (or an industry expert) to sense check this figure (output per plant)",High,Section 3: Anaerobic digestion - GOV.UK (www.gov.uk)
Apr_2023,n_41,n_51,Same,,Difficult to  provide a quantitative and qualitative assessment as 'Dependency' would need to be more precisely defined to make a reasonable qualitative or quantitative assessment,Low,
Apr_2023,n_41,n_54,Same,,"Yes, assuming that the land wasn't previously used for infrastructure. Or ADs aren't replacing a plant (infrastructure) that occupied more land. Weakly positive >=",High,
Apr_2023,n_42,n_49,Same,"Department for Food, Environment and Rural Affairs","Could theoretically be quantified, but is likely to be complex as many factors influence AD feedstock availability, so isolating impact size of bioenergy crop availability would be difficult",Medium,
Apr_2023,n_42,n_151,Same,Soil Association,"Difficult to  provide a quantitative and qualitative assessment as 'Run off' and 'erosion' are two different concepts. If these are separated, and more precisely defined, a qualitative assessment may be possible",Low,
Apr_2023,n_42,n_45,Same,"Department for Food, Environment and Rural Affairs","Bioenergy crop availability is only one factor that influences the level of production. I expect that this theoretically could be quantified, but doing so would be complex (and would involve quite complex econometric research).",Medium,
Apr_2023,n_42,n_70,Opposite,Elsevier,"Difficult to  provide a quantitative and qualitative assessment as Habitat (Quality and Quantity) - extremely multifaceted, too difficult to asses qualitatively or quantitatively without more precision definitions",Low,
Apr_2023,n_42,n_73,Opposite,"Natural England

Department for Environment, Food and Rural Affairs","Difficult to  provide a quantitative and qualitative assessment as Landscape character is multifaceted, too difficult to asses qualitatively or quantitatively without more precision definitions",Low,
Apr_2023,n_42,n_56,Same,"Department for Food, Environment and Rural Affairs","Bioenergy crop availability is only one factor that influences the level of production. I expect that this theoretically could be quantified, but doing so would be complex (and would involve quite complex econometric research).",Medium,
Apr_2023,n_43,n_64,Opposite,Elsevier,Ammonia emissions were 25.6 ± 9.4 and 24.8 ± 8.3 kg N Ha?1 for digestate and urea. (from abstract),Medium,https://www.sciencedirect.com/science/article/abs/pii/S0048969721019525
Apr_2023,n_43,n_31,Opposite,Taylor & Francis Ltd.,"Quantifiable (although this would vary depending on specific of environment/crops) - haven't  been able to source a parameter. 

See alternative source 1 for additional commentary around the use of digestate as a substitution for mineral fertilisers.",Medium,
Apr_2023,n_44,n_50,Opposite,BMC Energy ,"Many different forms of bioenergy plants. In reality the impact on carbon emissions depends on whether biomass is managed well, especially throughout whole lifecycle (see source 1)",Medium,
Apr_2023,n_44,n_51,Same,,"Difficult to  provide a quantitative and qualitative assessment as 'Dependency' is a general term and would need to be specified before being able to make a qualitative or quantitative assessment. Also, the size of bioenergy plants vary - so 'dependency' will also be influenced by the size of the specific bioenergy plant that is built",Medium,
Apr_2023,n_44,n_53,Same,,"Increase in bioenergy plants is likely to increase investment in bioenergy, too difficult to put a parameter on this, and not necessarily given",Medium,
Apr_2023,n_44,n_54,Same,,"Yes, assuming that the land wasn't previously used for infrastructure. Or bioenergy plants aren't replacing a plant (infrastructure) that occupied more land. Weakly positive >= (can't be negative)",High,
Apr_2023,n_44,n_55,Same,,Not clear how to quantify 'opportunities' but a qualitative assessment should be 'high' given bioenergy plants should create these opportunities.,High,
Apr_2023,n_44,n_64,Opposite,Elsevier,Ammonia emissions were 25.6 ± 9.4 and 24.8 ± 8.3 kg N Ha?1 for digestate and urea. (from abstract),Medium,1708081027_170807_AQEG_Biomass_report.pdf (defra.gov.uk)
Apr_2023,n_44,n_56,Opposite,,,Medium,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1032684/renewable-fuel-statistics-2020-final-report.pdf
Apr_2023,n_45,n_1,Opposite,"Department for Food, Environment and Rural Affairs",1:1 mapping - given the main source of biofuels is as an alternative to fossil fuels,Medium,Section 1: Biofuels - GOV.UK (www.gov.uk)
Apr_2023,n_45,n_51,Same,,Difficult to  provide a quantitative and qualitative assessment as Neither variable is defined specifically enough to be able to make a qualitative or quantitative assessment ,Low,
Apr_2023,n_46,n_1,Opposite,IEA,"Difficult to put a specific parameter on this - as biomethane is a type of biogas. 

Source: The methane content of biogas typically ranges from 45% to 75% by volume, with most of the remainder being CO2. ",Medium,An introduction to biogas and biomethane – Outlook for biogas and biomethane: Prospects for organic growth – Analysis - IEA
Apr_2023,n_46,n_51,Same,,Difficult to  provide a quantitative and qualitative assessment as Neither variable is defined specifically enough to be able to make a qualitative or quantitative assessment ,Low,
Apr_2023,n_47,n_42,Same,,Difficult to  provide a quantitative and qualitative assessment as it is unclear as to what timeframe this is being assessed - see commentary on direction,Medium,
Apr_2023,n_47,n_39,Same,,Biomass crops are a subset of UK crops - 1 tonne increase in demand for bioenergy crops > 1 tonne increase in demand for UK crops,Low,
Apr_2023,n_47,n_61,Same,IEA,Difficult to  provide a quantitative and qualitative assessment as it is unclear as to what timeframe this is being assessed - see commentary on direction,Medium,
Apr_2023,n_48,n_59,Same,"Department for Food, Environment and Rural Affairs",Difficult to  provide a quantitative and qualitative assessment as 'Innovation' is too general a term to make a reasonable qualitative or quantitative assessment - innovation varies significantly and the impacts are therefore likely to be widely variable,Medium,
Apr_2023,n_49,n_59,Same,"Department for Food, Environment and Rural Affairs",Difficult to  provide a quantitative and qualitative assessment as 'Innovation' is too general a term to make a reasonable qualitative or quantitative assessment - innovation varies significantly and the impacts are therefore likely to be widely variable,Medium,
Apr_2023,n_50,n_1,Same,,"Looking only at emissions from power stations in the UK - In 2020, carbon dioxide emissions from power stations, at 50.1 Mt, accounted for 
15.4% of all carbon dioxide emissions.

Therefore, a 1% increase in the carbon intensity of electricity would lead to approximately a 0.154% increase in net carbon emissions",Medium,"2020 UK greenhouse gas emissions, provisional figures (publishing.service.gov.uk)"
Apr_2023,n_51,n_47,Same,,,High,
Apr_2023,n_52,n_42,Same,,"Very difficult to quantify, or to put a reasonable qualitative assessment to this. Depends how we interpret/define 'acceptance'. Does that mean farmers changing their crops to biomass, or does that mean simply being willing to be open to the idea? (the latter may not lead to increases in availability if the profit/price incentives for biomass crops are lower than for other crops)",Medium,
Apr_2023,n_52,n_61,Same,,"Very difficult to quantify, or to put a reasonable qualitative assessment to this. Depends how we interpret/define 'acceptance'. Does that mean farmers changing their crops to biomass, or does that mean simply being willing to be open to the idea? (the latter may not lead to increases in availability if the profit/price incentives for growing woody biomass are lower than for other crops)",Medium,
Apr_2023,n_53,n_60,Same,,"Depends on where the investment is directed, and what the key factors limiting viability are",Medium,
Apr_2023,n_54,n_146,Same,MDPI,"See commentary in 'Justification, direction' - the relationship is not clear",Low,
Apr_2023,n_54,n_73,Opposite,"Natural England

Department for Environment, Food and Rural Affairs","Not able to be assessed qualitatively or quantitatively. There are many different types of green energy investments (although wind farms are the most prominent ones for this category). The impact on landscape character will be dependent on many factors - the existing character of the landscape, the specifics of the project being built etc. ",Medium,
Apr_2023,n_55,n_50,Opposite,Ricardo Energy and Environment,"Definition of opportunities need to be defined more precisely. Can't put a single parameter - depends on what type of electricity is being displaced.

Have attached: 
a). report with an estimate of the supply chain emissions intensity of BECCS (need to consider supply chain as this captures the CCS element - burning woody biomass without CCS misses a key part of picture)

Aims of BECCS is to store carbon as bioenergy is produced so the relationship is obvious, but is dependent on what type of electricity id displaced. Given this, suggest a 'medium' qualitative assessment.",Low,
Apr_2023,n_56,n_1,Same,,"Biomethane is seen a resource for decarbonising the grid, so this relationship is obvious. Given this, suggest a 'high' qualitative assessment. 

To make this quantifiable - how would we define 'resource for decarbonising the grid'?",Low,
Apr_2023,n_57,n_50,Opposite,Forbes,"Recommend this is split into two parameters. One for wind, and a second for solar. 

This also depends on what fuel source is being displaced in the energy mix by wind and solar. Would still be useful to report the different carbon intensities listed though in the tool.",Medium,
Apr_2023,n_57,n_54,Same,Landgate News,"Solar - see main source. 
See direction source for source of wind data.",High,"https://www.nfuonline.com/archive?treeid=21480#:~:text=Typically%2C%20developers%20and%20installers%20require,land%20of%2030%2D50%20MW."
Apr_2023,n_58,n_49,Same,"Department for Food, Environment and Rural Affairs",Straw offtake for biomass is a type of AD feedstock. 1:1 relationship by definition (no source required) ,Low,
Apr_2023,n_58,n_79,Opposite,American Society of Agronomy,"Complex. The article suggests that the impact of removing straw on soil organic carbon (SOC) is small, however, this is only one measure of soil health. Also depends how much straw is removed, and how often. Suggest this is a relationship that is theoretically quantifiable, but will be complex and environment specific. ",Medium,
Apr_2023,n_58,n_38,Opposite,Elsevier,"Unclear from the article what the precise meaning is of ""alternatively incorporated into the soil"" (and what the counterfactual is), however, this was one attempt at quantifying this metric. 

""If straw was alternatively incorporated into the soil, this could sequester between 0.58 and 2.24 tonnes CO2 eq./ha""",Low,The renewable energy directive and cereal residues - ScienceDirect
Apr_2023,n_59,n_41,Same,,"viability' is too general a term to qualitatively or quantitatively assess.

Also - need to be specific about whether assessing in the short of long term. If ADs became more viable then the number of ADs would increase (very difficult to quantify this though). Also note there is likely a second order effect that is important to consider - increase in number of ADs is likely to lead to more competition, and a reduction in viability. ",Medium,
Apr_2023,n_60,n_44,Same,,"Yes - if bioenergy plants became more viable then the number of bioenergy plants would increase (very difficult to quantify this though). Also note there is likely a second order effect that is important to consider - increase in number of bioenergy plants leads to more competition, and a reduction in viability. ",Medium,
Apr_2023,n_61,n_56,Same,University of Manchester,"See commentary in 'Justification, direction' unsure about this link",Medium,
Apr_2023,n_61,n_127,Same,,,Medium,
Apr_2023,n_61,n_60,Same,,"Woody biomass is general term, as is 'availability'. These would need to be more precisely defined in other to make a reasonable quantitative or qualitative assessment of the strength of the relationship (suggest that this might be possible through interviews of bioenergy plant operators on what the key challenges to viability are)",Medium,
Apr_2023,n_62,n_66,Same,,Both variables are (very) general terms and would need to be defined more precisely in order to make a reasonable qualitative or quantitative assessment,Low,
Apr_2023,n_62,n_76,Same,Joint Nature Conservation Committee ,Agri-environmental schemes can vary significantly - they may or may not have an effect on the quality and quantity of hedgerows depending on what the project is,Medium,
Apr_2023,n_62,n_79,Same,Joint Nature Conservation Committee ,Agri-environmental schemes can vary significantly - they may or may not have an effect on soil quality depending on what the project is,Low,
Apr_2023,n_62,n_63,Same,Joint Nature Conservation Committee ,Agri-environmental schemes can vary significantly - they may or may not have an effect on soil quality depending on what the project is,Low,
Apr_2023,n_63,n_151,Opposite,"Department for Food, Environment and Rural Affairs","Not possible to quantify, potentially possible to asses qualitatively. Suggested that the qualitative assessment is high

Source: 
Trees improve soil infiltration rates and nutrient capture, reducing nutrient leaching from soils (the loss of water soluble plant nutrients, such as nitrogen and phosphates. from the soil).

Trees provide biomass that protect soils from erosion.

See pg. 21",Low,
Apr_2023,n_63,n_101,Same,Academic Press,"Difficult to provide a quantitative estimate (no unit of measurement for 'shelter from heat'). Suggest given that the system are primarily used to provide shelter for animals, the qualitative assessment is high

""Silvopastoral systems are those that combine tree growing with the production of livestock. These systems typically include pasture systems containing trees that are widely spaced or planted in clusters throughout the pasture. This system can be found widely around the world. Although the system may be used primarily to provide shelter for animals, , it can also be used as fodder to enhance livestock feed. """,Medium,https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/silvopastoral-systems
Apr_2023,n_63,n_127,Same,,"3.30% of farm land is agroforestry, and there are approximately 551,770 trees - therefore, using 1% more of agricultural land for agroforestry could lead to ~170,000 tree",Low,State of the UK's Woods and Trees 2021 (woodlandtrust.org.uk)
Apr_2023,n_63,n_79,Same,Scientific Publisher: Agroforestry for Climate Resilience and Rural Livelihood ,"Direct link between agroforestry and soil health (at a general level). However, difficult to  provide a quantitative and qualitative assessment as this requires a more precise definition.",Low,
Apr_2023,n_64,n_70,Same,,,Low,
Apr_2023,n_65,n_74,Opposite,,Increase in storage of carbon by soil corresponds to a direct decrease in net emissions from soil,High,
Apr_2023,n_66,n_151,Opposite,,Coherent Landscape management is too general to make a qualitative or quantitative assessment,Medium,
Apr_2023,n_66,n_71,Opposite,,Coherent Landscape management is too general to make a qualitative or quantitative assessment,Medium,
Apr_2023,n_66,n_156,Same,,Coherent Landscape management is too general to make a qualitative or quantitative assessment,Medium,
Apr_2023,n_66,n_76,Same,,Coherent Landscape management is too general to make a qualitative or quantitative assessment,Medium,
Apr_2023,n_66,n_79,Same,,Coherent Landscape management is too general to make a qualitative or quantitative assessment,Medium,
Apr_2023,n_67,n_151,Opposite,Sustainable Agriculture Research and Education,"This is a difficult relationship to estimate - both terms are very general, and this relationship would be mediated by other factors (cover crop type, soil type etc.) 

Note: the figures provided are 'average' figures, and are for the US",Low,Cover Crops Improve Soil Conditions and Prevent Pollution - SARE
Apr_2023,n_67,n_31,Opposite,Annals of Applied Biology,"Dependent on many variables (type of crop, type of fertiliser, region farmed, soil type) - high complexity means a qualitative or quantitative assessment cannot be reasonably made",Low,
Apr_2023,n_68,n_70,Opposite,RSPB,"Not possible to asses qualitatively or quantitatively. Both terms are very general, and the effect of pollution on habitat is mediated by many factors",Medium,
Apr_2023,n_68,n_161,Opposite,,,Medium,
Apr_2023,n_69,n_72,Same,,"Difficult to provide a qualitative or quantitative assessment given both terms are general. However, would suggest that there is a close link between these two (as protecting land areas is an important part of conservation programs). Therefore - suggest the link is High

Although protected areas is a type of conservation programme, increases in the effectiveness of a collective set of conservation programmes may not lead to an increase in the uptake of land designation as protected areas. If there are more effective conservation programmes (separate to protected areas), efforts could be directed to them. 

Quote from source
""The concept and designation of Protected Areas represents a core effort from all those using the land and sea, whether for economic or enjoyment purposes, to protect nature more widely. Working to make Protected Areas as effective as possible will provide a host of benefits such as providing space for nature, boosting peoples’ wellbeing and health, as well as ecosystem service provision, and enabling the natural environment to be as resilient as possible to future pressures, such as from climate change and invasive species.""

Quote from alternative source 1: ""Protected areas are a cornerstone of global biodiversity conservation""",Medium,https://www.britishecologicalsociety.org/beyond-protected-areas/
Apr_2023,n_69,n_80,Same,,"Not quantifiable 'biodiversity' and 'effectiveness of conservation programmes' are both unclear. However - given the aim of conservation programmes is often to preserve the life of threatened flora and fauna, expect that there is a strong link to the effectiveness of these programs and improving biodiversity",Medium,
Apr_2023,n_70,n_80,Same,"RSPB, WWF-UK, English Nature and the Wildlife Trusts","There are numerous measures for biodiversity, which makes it is difficult to assess quantitatively

Research (like the source provided) suggests that there is a clear link, and that the impact is high

Habitat quality and quantity are key factors that impact biodiversity and biodiversity 'potential' (See Box 18, pg.32)",High,Bio Impact document cover (rspb.org.uk)
Apr_2023,n_70,n_73,Same,Durham Landscape,"Difficult to specify given the complexity of landscape character assessments. However, hedgerows are seen to be an important part of the character of UK countryside

""Hedgerows are highly valued features of the Durham countryside, and make an enormous contribution to the character and beauty of the landscape as well as to its biodiversity and historical interest.""

(supported by alternative source 1 - Devon)",Medium,
Apr_2023,n_71,n_70,Opposite,Forest Research,"Difficult to quantify both (would require precise definitions and ways of measuring this). Suggest that a qualitative assessment is high, given they are closely linked.",Medium,
Apr_2023,n_72,n_70,Same,Forest Research,"Difficult to  provide a quantitative and qualitative assessment as habitat quality and quantity is very general term, however, suggest that a qualitative assessment would be high (given evidence such as the quote provided below)

""New urban developments can help to counteract fragmentation simply by protecting existing patches of high-quality habitat within them. Making wildlife patches larger is an important measure, as well including new kinds of habitat (such as community woodland on development land that was previously arable) for wildlife, and arranging all greenspace appropriately to encourage species movement.""",Medium,Habitat fragmentation - Practical considerations - Forest Research
Apr_2023,n_72,n_71,Opposite,Forest Research,"""habitat fragmentation"" is too general to assess qualitatively or quantitatively. With a more precise definition, this may be qualitatively assessed in the future",Low,
Apr_2023,n_72,n_162,Opposite,,1 hectare increase in land that is protected leads to a 1 hectare decrease in land available for land use change,Medium,
Apr_2023,n_73,n_75,Same,,,Medium,
Apr_2023,n_74,n_1,Same,,1:1 relationship by definition,Medium,
Apr_2023,n_76,n_151,Opposite,Woodlands Trust,"""Tree belts and hedges act as natural barriers reducing both wind and water erosion.""

Sources, such as this (and those included at the alternative source) suggest a clear link (graded high) ",Medium,https://www.cfeonline.org.uk/value-of-trees-hedges-to-protect-natural-resources/
Apr_2023,n_76,n_70,Same,Woodlands Trust,"Suggest that this is High - difficult to measure quantitatively 

""Hedgerows are important, not just agriculturally for boundaries, crop management, water control and defence. They also have ecological importance, they support wildlife and insects, and can help with climate change and mitigate pollution."" (from summary)",Medium,
Apr_2023,n_76,n_73,Same,Durham Landscape,"Difficult to specify given the complexity of landscape character assessments. However, hedgerows are seen to be an important part of the character of UK countryside

""Hedgerows are highly valued features of the Durham countryside, and make an enormous contribution to the character and beauty of the landscape as well as to its biodiversity and historical interest.""

(supported by alternative source 1 - Devon)",Low,http://www.durhamlandscape.info/article/10243/Hedgerows
Apr_2023,n_76,n_101,Same,Aberystwyth University,"Difficult to provide a quantitative estimate (no unit of measurement for 'shelter from heat'). Suggest given that the link is strong/high given quote from source

""In the summer months, heat stress can reduce milk yield in dairy herds and can adversely affect numerous biological functions relating to production in both sheep and cows, including fertility.""",Medium,https://businesswales.gov.wales/farmingconnect/news-and-events/technical-articles/benefits-hedgerows-and-trees-agriculture
Apr_2023,n_76,n_131,Same,,"Estimate is for a single row hedge, from Mersey forest

Note: metric looks at quantity per length only, not quality or land area (more difficult to measure)",Low,https://www.merseyforest.org.uk/howtoguides/hedgerow.pdf
Apr_2023,n_76,n_79,Same,people's trust for endangered species,"Difficult to estimate quantitatively. However, would suggest the relationship is strong based on information at source provided for 'justification, direction'",Low,
Apr_2023,n_77,n_79,Same,"University of Colorado, Boulder","Difficult to quantify or assess qualitatively as there is no set definition for regenerative farming, (""Despite widespread interest in regenerative agriculture, no legal or regulatory definition of the term “regenerative agriculture” exists nor has a widely accepted definition emerged in common usage."")",Medium,https://www.frontiersin.org/articles/10.3389/fsufs.2020.577723/full
Apr_2023,n_78,n_79,Opposite,John Wiley & Sons Ltd,"These are general terms - and while pH is a measure of soil quality, the precise impact will be mediated by many factors (including how low the pH is specifically, what the soil type is)",Medium,
Apr_2023,n_78,n_161,Opposite,Water New South Wales,"These are general terms - and while there is an impact of soil acidification on water quality, the precise impact will be mediated by many factors (including proximity of soils to rivers, lakes, aquafers etc). ",Low,
Apr_2023,n_79,n_65,Same,Colorado University,"Depends how 'soil health' is defined, however, this quote from the source suggests there is a strong link. Not possible to reasonably assess quantitatively (varies depending on many factors)

""How much carbon soils can absorb and how long they can store it varies by location and is effectively determined by how the land is managed. Because almost half the land that can support plant life on Earth has been converted to croplands, pastures and rangelands, soils have actually lost 50 to 70 percent of the carbon they once held. This has contributed about a quarter of all the manmade global greenhouse gas emissions that are warming the planet.""",High,Can Soil Help Combat Climate Change? (columbia.edu)
Apr_2023,n_79,n_157,Same,MDPI,Relationship is mediated by too many factors to make a reasonable qualitative or quantitative assessment,Medium,
Apr_2023,n_79,n_31,Opposite,,Extremely complex. Relationship is mediated by too many factors to be reasonably assessed qualitatively or quantitatively ,Medium,
Apr_2023,n_79,n_35,Same,,Resilience of agricultural systems would need to be more precisely defined in order to make a reasonable qualitative or quantitative assessment,Low,
Apr_2023,n_80,n_161,Same,,,Low,
Apr_2023,n_81,n_92,Opposite,,"See 'Justification, definition' - not clear what the relationship is capturing. 

In any case, both variables would need to be more precisely defined in order to make a reasonable qualitative or quantitative assessment. ",Low,
Apr_2023,n_82,n_89,Opposite,,"Close link given that alternatives protein sources serve to be meat substitutes. Difficult to quantify as alternative proteins is a broad category (general term), and is likely to vary considerably across different parts of society",Low,
Apr_2023,n_82,n_22,Same,University of Nottingham,"Not quantifiable - no data set exists that measures the amount of alternative proteins derived from food crops.

Difficult to make a qualitative assessment - alternative proteins is a broad category. Some of these are plant based, however, these can also lab based, insect, or microbial. ",Low,fact-sheet-alternative-protein-dr-wentao-liu.pdf (nottingham.ac.uk)
Apr_2023,n_83,n_49,Same,"Department for Food, Environment and Rural Affairs","Not possible with current variable descriptions to assess this quantitatively - 'availability' is too general, and there are many different types of animal slurry. 

However, given Animal Slurry is one of the main feedstocks used in AD plants, suggest that this relationship is strong (high) ",Medium,Section 3: Anaerobic digestion - GOV.UK (www.gov.uk)
